1 0.0114005, 0.00830275, 0.0399687
2 0.0552267, 0.0588228, 0.882635
4 0.0888092, 0.128119, 2.73647
8 0.149638, 0.137957, 6.88069
16 0.197594, 0.119922, 21.8584
32 0.216193, 0.126658, 50.7596
